epoch,step,train_loss,val_iou,val_loss
0,1,,0.026290373876690865,0.9178125262260437
1,3,,0.08931276202201843,0.9130637049674988
2,5,,0.224283829331398,0.8985282778739929
3,7,,0.25225183367729187,0.8845475316047668
4,9,0.822211503982544,,
4,9,,0.18913672864437103,0.872585117816925
5,11,,0.1777283400297165,0.8795146346092224
6,13,,0.1793958991765976,0.8601178526878357
7,15,,0.19445699453353882,0.8413863182067871
8,17,,0.21198749542236328,0.8427245616912842
9,19,0.8575465679168701,,
9,19,,0.19848603010177612,0.8367329239845276
10,21,,0.21789748966693878,0.8115484118461609
11,23,,0.25597870349884033,0.8068615794181824
12,25,,0.2556164562702179,0.7999261021614075
13,27,,0.26379355788230896,0.8124329447746277
14,29,0.8740127682685852,,
14,29,,0.2946110665798187,0.791537344455719
15,31,,0.29100096225738525,0.7931674122810364
16,33,,0.26847246289253235,0.8103210926055908
17,35,,0.2921489179134369,0.7831907272338867
18,37,,0.25232869386672974,0.8110330700874329
19,39,0.7398474216461182,,
19,39,,0.246840238571167,0.8134223818778992
20,41,,0.25905582308769226,0.8129698634147644
21,43,,0.244008406996727,0.8162505030632019
22,45,,0.2888270914554596,0.8373820185661316
23,47,,0.2772933542728424,0.7964579463005066
24,49,0.7617342472076416,,
24,49,,0.3102228045463562,0.8021418452262878
25,51,,0.4026457369327545,0.7636439800262451
26,53,,0.3249264061450958,0.7904658317565918
27,55,,0.34514120221138,0.7958791255950928
28,57,,0.3843856155872345,0.7932941317558289
29,59,0.7965372800827026,,
29,59,,0.3838525712490082,0.7888934016227722
30,61,,0.4802611768245697,0.7916684150695801
31,63,,0.4275595247745514,0.7788943648338318
32,65,,0.4264649450778961,0.8044622540473938
33,67,,0.42624154686927795,0.768727719783783
34,69,0.7977116703987122,,
34,69,,0.4371594488620758,0.7746503353118896
35,71,,0.4702843725681305,0.7453684210777283
36,73,,0.39666947722435,0.7539574503898621
37,75,,0.3633286952972412,0.7743503451347351
38,77,,0.4441286027431488,0.7896711230278015
39,79,0.7966295480728149,,
39,79,,0.5599027276039124,0.7630448341369629
40,81,,0.412106990814209,0.7626762986183167
41,83,,0.45090970396995544,0.760906994342804
42,85,,0.4084223210811615,0.7394583821296692
43,87,,0.4593300521373749,0.7361629009246826
44,89,0.7365511059761047,,
44,89,,0.5230567455291748,0.7445914149284363
45,91,,0.5200996398925781,0.7309181094169617
46,93,,0.4479912221431732,0.7648918032646179
47,95,,0.4922325611114502,0.7065472602844238
48,97,,0.5245906114578247,0.738757848739624
49,99,0.7892007231712341,,
49,99,,0.5057536363601685,0.7424617409706116
50,101,,0.4716106951236725,0.7394669651985168
51,103,,0.5285599231719971,0.6942440867424011
52,105,,0.47975173592567444,0.7562263607978821
53,107,,0.5655966401100159,0.7132107615470886
54,109,0.6374499797821045,,
54,109,,0.5106687545776367,0.713763952255249
55,111,,0.4994427263736725,0.7250593304634094
56,113,,0.5514470934867859,0.6864567399024963
57,115,,0.5466310381889343,0.6873639225959778
58,117,,0.5712727308273315,0.7047346234321594
59,119,0.7257866859436035,,
59,119,,0.6246193051338196,0.6996706128120422
60,121,,0.6293788552284241,0.6954541802406311
61,123,,0.5447297096252441,0.6785392761230469
62,125,,0.47036299109458923,0.6839840412139893
63,127,,0.4509827196598053,0.7067272067070007
64,129,0.6309095025062561,,
64,129,,0.5231906771659851,0.695549726486206
65,131,,0.4984622895717621,0.6982668042182922
66,133,,0.584553062915802,0.6832354664802551
67,135,,0.6725749373435974,0.6632745265960693
68,137,,0.6259556412696838,0.6637910604476929
69,139,0.8085922002792358,,
69,139,,0.7152283787727356,0.6481229066848755
70,141,,0.7062481045722961,0.6630535125732422
71,143,,0.6696024537086487,0.6267765164375305
72,145,,0.624457597732544,0.6580353379249573
73,147,,0.6037963628768921,0.6547036170959473
74,149,0.7697427868843079,,
74,149,,0.6316127777099609,0.6601185202598572
75,151,,0.6366022229194641,0.6517335176467896
76,153,,0.6964341998100281,0.6607935428619385
77,155,,0.5479946136474609,0.6725452542304993
78,157,,0.5908333659172058,0.6541354656219482
79,159,0.6875290870666504,,
79,159,,0.5596451163291931,0.6638649702072144
80,161,,0.5463255047798157,0.6546775102615356
81,163,,0.5557224154472351,0.6351770162582397
82,165,,0.6343671083450317,0.6060916781425476
83,167,,0.6980516314506531,0.6199583411216736
84,169,0.6479336619377136,,
84,169,,0.6713612675666809,0.6403496265411377
85,171,,0.7495484352111816,0.6104401350021362
86,173,,0.6988227963447571,0.6128451824188232
87,175,,0.683448851108551,0.5746587514877319
88,177,,0.6586782336235046,0.6098747849464417
89,179,0.6810541152954102,,
89,179,,0.591549277305603,0.619143009185791
90,181,,0.5864027142524719,0.6227403283119202
91,183,,0.633084774017334,0.610565721988678
92,185,,0.608809232711792,0.6149834394454956
93,187,,0.5508953928947449,0.6167452335357666
94,189,0.6211223602294922,,
94,189,,0.6069433689117432,0.6213878393173218
95,191,,0.5835855007171631,0.6050695776939392
96,193,,0.6109482645988464,0.5937509536743164
97,195,,0.7465890049934387,0.562882125377655
98,197,,0.6220711469650269,0.5762124061584473
99,199,0.6914661526679993,,
99,199,,0.6896607279777527,0.5925597548484802
100,201,,0.6480937600135803,0.58298659324646
101,203,,0.6950679421424866,0.5667123794555664
102,205,,0.7894530296325684,0.5523804426193237
103,207,,0.7237798571586609,0.5572865009307861
104,209,0.5121340751647949,,
104,209,,0.6602347493171692,0.5441389083862305
105,211,,0.6306569576263428,0.5663334727287292
106,213,,0.6215223670005798,0.5213274955749512
107,215,,0.6539573073387146,0.5526260137557983
108,217,,0.7687646746635437,0.5293177366256714
109,219,0.46931684017181396,,
109,219,,0.7874510884284973,0.5230130553245544
110,221,,0.6580995321273804,0.5379257798194885
111,223,,0.7277461886405945,0.5262184143066406
112,225,,0.6764747500419617,0.5157305002212524
113,227,,0.7207009196281433,0.5192844867706299
114,229,0.5381933450698853,,
114,229,,0.7445895075798035,0.5068033337593079
115,231,,0.7635719180107117,0.49531659483909607
116,233,,0.7045714259147644,0.5096180438995361
117,235,,0.694948136806488,0.5260453820228577
118,237,,0.6165575385093689,0.5263891220092773
119,239,0.4901733994483948,,
119,239,,0.5955854058265686,0.5257664918899536
120,241,,0.7434825897216797,0.4688800573348999
121,243,,0.6959970593452454,0.46348071098327637
122,245,,0.6718681454658508,0.4858666956424713
123,247,,0.7015811800956726,0.49742570519447327
124,249,0.49271541833877563,,
124,249,,0.7245209217071533,0.46557724475860596
125,251,,0.7109658122062683,0.44937801361083984
126,253,,0.7726030945777893,0.4481417238712311
127,255,,0.7364875674247742,0.4539031982421875
128,257,,0.6313148140907288,0.5004368424415588
129,259,0.35160499811172485,,
129,259,,0.6696619987487793,0.4667590856552124
130,261,,0.5925935506820679,0.4470027983188629
131,263,,0.6917104721069336,0.45834144949913025
132,265,,0.7304274439811707,0.4386007785797119
133,267,,0.7353511452674866,0.435701459646225
134,269,0.33548200130462646,,
134,269,,0.5770483016967773,0.4951743185520172
135,271,,0.6923921704292297,0.4423675537109375
136,273,,0.6919729709625244,0.4408053457736969
137,275,,0.7061722874641418,0.4069579839706421
138,277,,0.665599524974823,0.3968280553817749
139,279,0.4446192979812622,,
139,279,,0.7186781764030457,0.39679431915283203
140,281,,0.7915833592414856,0.40054401755332947
141,283,,0.7855382561683655,0.391890287399292
142,285,,0.8203322291374207,0.3762240409851074
143,287,,0.7321822047233582,0.4008767604827881
144,289,0.5447443723678589,,
144,289,,0.7389551997184753,0.39193829894065857
145,291,,0.6842243075370789,0.40996789932250977
146,293,,0.6670331358909607,0.4065002501010895
147,295,,0.7071130871772766,0.3996427059173584
148,297,,0.6716825366020203,0.3830692768096924
149,299,0.34825587272644043,,
149,299,,0.7827420234680176,0.354669451713562
150,301,,0.6037354469299316,0.4336034059524536
151,303,,0.7461164593696594,0.3576541841030121
152,305,,0.6910596489906311,0.3919302225112915
153,307,,0.699653148651123,0.38010358810424805
154,309,0.29517269134521484,,
154,309,,0.8192270398139954,0.344200998544693
155,311,,0.7787790894508362,0.3537667989730835
156,313,,0.7261504530906677,0.3360218107700348
157,315,,0.7665131688117981,0.326554536819458
158,317,,0.7385039329528809,0.34976711869239807
159,319,0.38777023553848267,,
159,319,,0.7693015933036804,0.3345095217227936
160,321,,0.716302216053009,0.32266104221343994
161,323,,0.7000519633293152,0.3648146688938141
162,325,,0.6846478581428528,0.3808020353317261
163,327,,0.6876713633537292,0.3790963888168335
164,329,0.2587142586708069,,
164,329,,0.7174118161201477,0.34111809730529785
165,331,,0.6683852672576904,0.3809286057949066
166,333,,0.6509507298469543,0.3601861000061035
167,335,,0.655268132686615,0.36785975098609924
168,337,,0.6384648680686951,0.3522099256515503
169,339,0.3094199299812317,,
169,339,,0.8331907391548157,0.28954917192459106
170,341,,0.7145283818244934,0.3582007884979248
171,343,,0.6972956657409668,0.34403905272483826
172,345,,0.6574141383171082,0.36386266350746155
173,347,,0.6868743896484375,0.34949517250061035
174,349,0.34951382875442505,,
174,349,,0.7763261198997498,0.30956852436065674
175,351,,0.8259479403495789,0.2880972623825073
176,353,,0.7213912606239319,0.3245036005973816
177,355,,0.7064034342765808,0.3319612145423889
178,357,,0.689257800579071,0.33406245708465576
179,359,0.32993417978286743,,
179,359,,0.8049567341804504,0.28864777088165283
180,361,,0.8060701489448547,0.27788102626800537
181,363,,0.731233537197113,0.3124288320541382
182,365,,0.733565628528595,0.32643693685531616
183,367,,0.7179265022277832,0.30859988927841187
184,369,0.3380280137062073,,
184,369,,0.7599819302558899,0.28207045793533325
185,371,,0.7084038853645325,0.2938818335533142
186,373,,0.8164634108543396,0.26819896697998047
187,375,,0.7701202034950256,0.2832605838775635
188,377,,0.8075100779533386,0.2722931504249573
189,379,0.22678375244140625,,
189,379,,0.7992509007453918,0.2682687044143677
190,381,,0.7560703158378601,0.28454381227493286
191,383,,0.8362297415733337,0.2546682357788086
192,385,,0.8345839977264404,0.2505319118499756
193,387,,0.7476422786712646,0.28615403175354004
194,389,0.3412741422653198,,
194,389,,0.7573302388191223,0.2654186487197876
195,391,,0.7323551774024963,0.29128479957580566
196,393,,0.7594377398490906,0.2802172303199768
197,395,,0.8068763613700867,0.2530646324157715
198,397,,0.7962481379508972,0.25765496492385864
199,399,0.2648407220840454,,
199,399,,0.7704642415046692,0.26580631732940674
